data_role,metric_group,task_type,model_name,checkpoint_stage,eval_stage,value,split_type,definition_note
heatmap_matrix,overall,overall,Qwen3.5-9B,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen3.5-9B,10,10,0.146407,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,1,0.095183,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,1,0.098755,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,1,0.080075,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,1,0.098410,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,1,0.115758,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,1,0.104953,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,1,0.091348,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,1,0.099940,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,1,0.093110,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,1,0.089132,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,2,0.138051,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,2,0.125464,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,2,0.113701,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,2,0.118502,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,2,0.146611,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,2,0.114234,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,2,0.105147,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,2,0.127970,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,2,0.120239,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,3,0.104428,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,3,0.107769,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,3,0.102275,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,3,0.098098,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,3,0.063693,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,3,0.101265,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,3,0.127790,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,3,0.103383,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,4,0.164847,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,4,0.092394,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,4,0.080096,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,4,0.067122,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,4,0.111922,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,4,0.079331,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,4,0.098704,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,5,0.160974,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,5,0.078790,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,5,0.106823,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,5,0.054305,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,5,0.066875,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,5,0.054278,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,6,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,6,0.111847,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,6,0.106261,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,6,0.087677,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,6,0.103132,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,6,0.130711,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,7,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,7,0.146308,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,7,0.102447,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,7,0.127097,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,7,0.083806,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,8,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,8,0.110027,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,8,0.099373,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,8,0.109215,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,9,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,9,0.136456,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,9,0.096729,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,1,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,2,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,3,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,4,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,5,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,6,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,7,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,8,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,9,10,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,overall,overall,Qwen2.5-7B-1M,10,10,0.107911,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,1,0.473684,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,1,0.350877,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,1,0.298246,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,1,0.263158,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,1,0.245614,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,1,0.245614,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,1,0.245614,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,1,0.228070,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,1,0.315789,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,1,0.228070,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,2,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,2,0.442623,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,2,0.360656,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,2,0.229508,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,2,0.163934,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,2,0.147541,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,2,0.147541,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,2,0.245902,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,2,0.196721,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,2,0.213115,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,3,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,3,0.438596,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,3,0.350877,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,3,0.192982,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,3,0.228070,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,3,0.192982,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,3,0.263158,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,3,0.140351,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,3,0.192982,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,4,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,4,0.416667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,4,0.250000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,4,0.166667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,4,0.133333,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,4,0.166667,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,4,0.150000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,10,4,0.150000,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,1,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,2,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,3,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,4,5,,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,5,5,0.396552,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,6,5,0.224138,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,7,5,0.172414,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,8,5,0.137931,held_out_character,raw stage-by-checkpoint score; masked when c<s
heatmap_matrix,IE,IE,GLM-4-9B-1M,9,5,0.086207,held_out_character,raw stage-by-checkpoint score; masked when c<s
